strComposition,energy_pa,volume_pa,magmom_pa,bandgap,delta_e,stability,composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,ElementFraction Exceptions,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ElementProperty Exceptions
F7K3Ni2,-4.54309712333,13.6395,0.333488508333,0.581,-2.55264793604,-0.00253128664059,F7 K3 Ni2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,28.0,19.0,14.666666666666666,6.611111111111111,9.0,3.0,93.0,90.0,65.16666666666667,32.47222222222222,93.0,18.9984032,58.6934,39.6949968,30.639210199999997,13.580941500000002,18.9984032,53.5,1728.0,1674.5,403.34083333333336,441.5530555555556,53.5,1.0,17.0,16.0,11.833333333333334,6.027777777777778,17.0,2.0,4.0,2.0,2.8333333333333335,0.9722222222222224,2.0,57.0,203.0,146.0,104.66666666666669,55.611111111111114,57.0,0.82,3.98,3.16,2.845,1.3241666666666667,3.98,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,2.9166666666666665,2.430555555555556,5.0,0.0,8.0,8.0,1.3333333333333333,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,6.0,2.5,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.5833333333333334,0.4861111111111111,1.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.1666666666666667,0.2777777777777778,1.0,9.7075,73.1066666667,63.3991666667,25.65937500000833,23.723645833345827,9.7075,0.0,1.97,1.97,1.149166666666667,0.9576388888888888,1.97,0.0,0.5953947,0.5953947,0.09923245,0.1653874166666666,0.0,15.0,229.0,214.0,103.5,103.25,15.0,
F7Ni1Rb3,-4.19659264455,15.3151,-4.56727272727e-05,0.652,-2.56353793663,-0.0329841187099,F7 Ni1 Rb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,37.0,28.0,18.363636363636363,11.917355371900827,9.0,4.0,93.0,89.0,65.81818181818181,34.59504132231405,93.0,18.9984032,85.4678,66.4693968,40.73505658181818,27.664831576859505,18.9984032,53.5,1728.0,1674.5,276.3527272727273,283.63074380165284,53.5,1.0,17.0,16.0,12.0,6.363636363636363,17.0,2.0,5.0,3.0,3.0,1.2727272727272727,2.0,57.0,220.0,163.0,107.54545454545456,64.3305785123967,57.0,0.82,3.98,3.16,2.9299999999999997,1.3363636363636364,3.98,1.0,2.0,1.0,1.7272727272727273,0.396694214876033,2.0,0.0,5.0,5.0,3.1818181818181817,2.3140495867768593,5.0,0.0,8.0,8.0,0.7272727272727273,1.322314049586777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,5.636363636363637,2.5289256198347108,7.0,0.0,1.0,1.0,0.2727272727272727,0.396694214876033,0.0,0.0,1.0,1.0,0.6363636363636364,0.4628099173553719,1.0,0.0,2.0,2.0,0.1818181818181818,0.3305785123966942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0909090909090908,0.165289256198347,1.0,9.7075,90.7225,81.015,31.858181818181823,32.107809917355375,9.7075,0.0,1.97,1.97,1.2536363636363637,0.9117355371900824,1.97,0.0,0.5953947,0.5953947,0.0541267909090909,0.098412347107438,0.0,15.0,229.0,214.0,92.45454545454544,98.57851239669422,15.0,
F8Fe3H4O2,-5.23151063941,9.89677,0.823573482353,0.544,-2.19401686434,-0.0597949685809,F8 Fe3 H4 O2,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.4705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,26.0,25.0,10.0,5.647058823529412,9.0,55.0,93.0,38.0,85.3529411764706,10.712802768166084,93.0,1.00794,55.845,54.83706,20.91486974117647,12.328281267820069,18.9984032,14.01,1811.0,1796.99,354.50823529411764,514.0559169550172,53.5,1.0,17.0,16.0,11.529411764705882,6.200692041522491,17.0,1.0,4.0,3.0,2.1176470588235294,0.6643598615916955,2.0,31.0,132.0,101.0,65.17647058823529,23.77854671280277,57.0,1.83,3.98,2.15,3.118235294117647,0.8867820069204152,3.98,1.0,2.0,1.0,1.7647058823529411,0.3598615916955017,2.0,0.0,5.0,5.0,2.823529411764706,2.3252595155709344,5.0,0.0,6.0,6.0,1.0588235294117647,1.7439446366782008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.647058823529412,2.186851211072664,7.0,0.0,1.0,1.0,0.2352941176470588,0.3598615916955017,0.0,0.0,2.0,2.0,0.7058823529411765,0.5813148788927336,1.0,0.0,4.0,4.0,0.7058823529411765,1.1626297577854672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6470588235294117,0.9134948096885812,1.0,6.615,10.73,4.115,9.089411764705885,1.1644290657439442,9.7075,0.0,7.853,7.853,2.7748235294117647,2.389730103806228,1.97,0.0,2.1106628,2.1106628,0.3724699058823529,0.613479844982699,0.0,12.0,229.0,217.0,94.52941176470588,94.2698961937716,15.0,
Fe1Ga2O4,-6.29197143857,10.7295,0.5712525,1.179,-1.99992676384,-0.0326786576667,Fe1 Ga2 O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,31.0,23.0,17.142857142857142,10.448979591836734,8.0,55.0,87.0,32.0,78.71428571428571,9.469387755102042,87.0,15.9994,69.723,53.7236,37.04122857142857,24.047804081632652,15.9994,54.8,1811.0,1756.2,376.57428571428574,409.83591836734695,54.8,8.0,16.0,8.0,14.0,2.2857142857142856,16.0,2.0,4.0,2.0,2.857142857142857,0.979591836734694,2.0,66.0,132.0,66.0,91.42857142857144,29.06122448979592,66.0,1.81,3.44,1.63,2.744285714285714,0.7951020408163265,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,10.0,10.0,3.7142857142857144,4.244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.285714285714286,2.693877551020409,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408163,2.0,0.0,4.0,4.0,0.5714285714285714,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.142857142857143,1.3061224489795915,2.0,9.105,18.8575,9.7525,12.123571428571427,3.84795918367347,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.3015232571428571,0.5168970122448979,0.0,12.0,229.0,217.0,57.857142857142854,52.40816326530613,12.0,
Fe1Ga2S4,-4.93297343857,20.1924,0.571175242857,0.173,-0.706573840696,0.100093155836,Fe1 Ga2 S4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,31.0,15.0,21.714285714285715,6.530612244897959,16.0,55.0,88.0,33.0,79.28571428571429,9.959183673469386,88.0,32.065,69.723,37.658,46.22157142857143,16.178938775510204,32.065,302.91,1811.0,1508.09,567.1800000000001,355.3771428571429,388.36,8.0,16.0,8.0,14.0,2.2857142857142856,16.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,105.0,132.0,27.0,113.71428571428572,9.959183673469386,105.0,1.81,2.58,0.77,2.2528571428571427,0.3738775510204082,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,10.0,10.0,3.7142857142857144,4.244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.285714285714286,2.693877551020409,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408163,2.0,0.0,4.0,4.0,0.5714285714285714,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.142857142857143,1.3061224489795915,2.0,10.73,25.786875,15.056874999999998,21.65607142857143,4.720918367346938,25.786875,0.0,2.202,2.202,1.2582857142857142,1.078530612244898,2.202,0.0,2.1106628,2.1106628,0.3015232571428571,0.5168970122448979,0.0,64.0,229.0,165.0,91.0,39.42857142857143,70.0,
Fe1Ga3,-4.58875842812,15.9937,0.00020425,0.463,-0.237899091875,-0.132721991653,Fe1 Ga3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,31.0,5.0,29.75,1.875,31.0,55.0,74.0,19.0,69.25,7.125,74.0,55.845,69.723,13.878,66.2535,5.204249999999998,69.723,302.91,1811.0,1508.09,679.9325,565.53375,302.91,8.0,13.0,5.0,11.75,1.875,13.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,132.0,10.0,124.5,3.75,122.0,1.81,1.83,0.02,1.815,0.0074999999999999,1.81,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.75,0.375,1.0,6.0,10.0,4.0,9.0,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,5.0,11.75,1.875,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,10.73,18.8575,8.127500000000001,16.825625000000002,3.0478125,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,64.0,229.0,165.0,105.25,61.875,64.0,
Fe1Gd1O3,-7.623419813,11.4393,1.0000224,1.164,-2.78625238368,0.00251574764652,Fe1 Gd1 O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,64.0,56.0,22.8,17.76,8.0,27.0,87.0,60.0,68.6,22.08,87.0,15.9994,157.25,141.2506,52.21864000000001,43.463088,15.9994,54.8,1811.0,1756.2,712.28,788.976,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,196.0,130.0,105.2,47.04,66.0,1.2,3.44,2.24,2.6700000000000004,0.9239999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.4,1.84,0.0,0.0,7.0,7.0,1.4,2.24,0.0,6.0,10.0,4.0,7.2,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.6,3.12,0.0,0.0,7.0,7.0,1.4,2.24,0.0,2.0,16.0,14.0,5.2,4.32,2.0,9.105,32.05,22.944999999999997,14.019,7.2124,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.76,12.0,
Fe1Ge1Si1,-6.31226039667,13.3577,,0.448,-0.193432756667,0.149329068904,Fe1 Ge1 Si1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,32.0,18.0,24.0,6.666666666666667,14.0,55.0,79.0,24.0,70.66666666666667,10.444444444444445,55.0,28.0855,72.64,44.5545,52.19016666666667,16.069777777777777,28.0855,1211.4,1811.0,599.5999999999999,1569.8,238.9333333333333,1211.4,8.0,14.0,6.0,12.0,2.6666666666666665,8.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,3.0,111.0,132.0,21.0,121.0,7.333333333333333,111.0,1.83,2.01,0.1799999999999997,1.913333333333333,0.0644444444444443,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,0.0,0.0,10.0,10.0,5.333333333333333,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,8.666666666666666,3.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,10.73,23.005,12.275,18.058333333333337,4.885555555555555,10.73,0.0,0.773,0.773,0.3853333333333333,0.2584444444444445,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,225.0,229.0,4.0,227.0,1.3333333333333333,225.0,
Fe1H6Sr2,-4.05083865,10.9469,-0.000182933333333,1.377,-0.511300528241,-0.142309394916,Fe1 H6 Sr2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,38.0,37.0,12.0,14.666666666666666,1.0,8.0,92.0,84.0,69.22222222222223,30.370370370370367,92.0,1.00794,87.62,86.61206,26.34807111111111,33.78684148148149,1.00794,14.01,1811.0,1796.99,443.8955555555556,573.1807407407408,14.01,1.0,8.0,7.0,2.0,1.3333333333333333,1.0,1.0,5.0,4.0,2.2222222222222223,1.6296296296296295,1.0,31.0,195.0,164.0,78.66666666666667,63.55555555555556,31.0,0.95,2.2,1.2500000000000002,1.8811111111111112,0.4251851851851853,2.2,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.6666666666666666,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.0,1.3333333333333333,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.4444444444444444,0.7901234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.1111111111111112,0.6419753086419754,1.0,6.615,54.23,47.614999999999995,17.653333333333332,16.2562962962963,6.615,0.0,7.853,7.853,5.235333333333333,3.490222222222222,7.853,0.0,2.1106628,2.1106628,0.2345180888888889,0.4169210469135802,0.0,194.0,229.0,35.0,204.77777777777777,14.370370370370368,194.0,
Fe1Ho1O3,-7.630599439,11.164,1.000107415,1.213,-2.81169154299,-0.0331769215711,Fe1 Ho1 O3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,67.0,59.0,23.4,18.48,8.0,33.0,87.0,54.0,69.8,20.64,87.0,15.9994,164.93032,148.93092,53.75470399999999,45.3063648,15.9994,54.8,1811.0,1756.2,744.48,827.616,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,192.0,126.0,104.4,46.08,66.0,1.23,3.44,2.21,2.676,0.9168,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,6.0,13.0,7.0,7.8,2.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,30.7333333333,21.6283333333,13.75566666666,6.791066666655999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.76,12.0,
